Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment,aspect_encoded,sentiment_encoded
"môn java này là môn quan trọng , là nền để phát triền các ngôn ngữ , môn học sau này , nhưng sau học kỳ học môn java ở lớp này thì 80% sinh viên phải tự vò đầu tìm hiểu , tự google lấy kiến thức , không được nhận bất cứ sự giúp đỡ hướng dẫn gì từ giảng viên .","nhưng sau học kỳ học môn java ở lớp này thì 80% sinh viên phải tự vò đầu tìm hiểu , tự google lấy kiến thức , không được nhận bất cứ sự giúp đỡ hướng dẫn gì từ giảng viên",hướng dẫn,Support from lecturers,không được nhận,Negative,4,0
tận tình dễ hiểu .,tận tình dễ hiểu,tận tình dễ hiểu,Teaching quality,tận tình dễ hiểu,Positive,5,2
"không nhiệt tình , chưa cập nhật cái mới trong bài giảng .",chưa cập nhật cái mới trong bài giảng, bài giảng,Teaching quality,chưa cập nhật cái mới ,Negative,5,0
"vui , có tổ chức thuyết trình .","vui , có tổ chức thuyết trình",tổ chức thuyết trình,Organization and management,có,Positive,3,2
quá nhiều hoạt động làm sinh viên choáng ngợp không bắt kịp .,quá nhiều hoạt động làm sinh viên choáng ngợp không bắt kịp,quá nhiều hoạt động,Organization and management,choáng ngợp không bắt kịp,Negative,3,0
"thầy dạy rất hay , thực hành dễ hiểu , đánh vào trọng tâm .","thực hành dễ hiểu , đánh vào trọng tâm",thực hành,Test and evaluation," dễ hiểu , đánh vào trọng tâm",Positive,6,2
cô cho rất nhiều ví dụ nên rất dễ hiểu được bài .,cô cho rất nhiều ví dụ nên rất dễ hiểu được bài,nhiều ví dụ,Teaching quality,dễ hiểu,Positive,5,2
"thầy còn nhiều lúc giảng chưa kỹ lướt qua quá nhanh chưa kịp đọc bài , chỉ dẫn chưa rõ ràng .",chỉ dẫn chưa rõ ràng,chỉ dẫn,Support from lecturers,chưa rõ ràng,Negative,4,0
"mong cô thay đổi cách dạy cho hiệu quả hơn , để sinh viên yêu thương cô nhiều hơn .","mong cô thay đổi cách dạy cho hiệu quả hơn , để sinh viên yêu thương cô nhiều hơn",cô,Support from lecturers,thay đổi cách dạy cho hiệu quả hơn,Positive,4,2
"giáo viên giảng dạy tận tâm , dễ hiểu , truyền đạt và liên hệ thực tiễn .","giáo viên giảng dạy tận tâm , dễ hiểu",giảng dạy,Teaching quality," tận tâm , dễ hiểu",Positive,5,2
"lúc cho phép sửa điểm thì không thông báo giờ cụ thể chỉ nói "" buổi tối "" .","lúc cho phép sửa điểm thì không thông báo giờ cụ thể chỉ nói "" buổi tối """,sửa điểm thì không thông báo giờ,Organization and management,không thông báo,Negative,3,0
"thiết bị phòng học z còn nhiều trục trặc , đặc biệt máy chiếu chưa có độ phân giải đủ để học , thường xảy ra trục trặc .","đặc biệt máy chiếu chưa có độ phân giải đủ để học , thường xảy ra trục trặc",máy chiếu,Learning environment,"chưa có độ phân giải đủ để học , thường xảy ra trục trặc",Negative,2,0
"không hiểu thầy có phải là giảng viên không nữa , nói tiếng anh không thể nào nghe được , còn có thái độ không nghe góp ý của sinh viên nữa chứ , giải bài gì mà toàn "" this is .","không hiểu thầy có phải là giảng viên không nữa , nói tiếng anh không thể nào nghe được , còn có thái độ không nghe góp ý của sinh viên nữa chứ , giải bài gì mà toàn "" this is","không hiểu thầy có phải là giảng viên không nữa , nói tiếng anh không thể nào nghe được , còn có thái độ không nghe góp ý của sinh viên nữa chứ , giải bài gì mà toàn "" this is",Teaching quality,"không hiểu thầy có phải là giảng viên không nữa , nói tiếng anh không thể nào nghe được , còn có thái độ không nghe góp ý của sinh viên nữa chứ , giải bài gì mà toàn "" this is",Negative,5,0
rất cảm ơn thầy .,rất cảm ơn thầy,rất cảm ơn thầy,General review,rất cảm ơn,Positive,1,2
thầy dạy ổn .,thầy dạy ổn,thầy dạy,Teaching quality,ổn,Neutral,5,1
"do cửa sổ không có rèm cửa nên khi học bằng máy chiếu thì không có hiệu quả cao , hơi mờ , sinh viên khó khăn trong việc nhìn .","do cửa sổ không có rèm cửa nên khi học bằng máy chiếu thì không có hiệu quả cao , hơi mờ , sinh viên khó khăn trong việc nhìn",cửa sổ không có rèm cửa nên khi học bằng máy chiếu,Learning environment," không có hiệu quả cao , hơi mờ , sinh viên khó khăn trong việc nhìn",Negative,2,0
"đề thi quá chú trọng vào từ vựng , ngữ pháp .","đề thi quá chú trọng vào từ vựng , ngữ pháp",đề thi ,Test and evaluation,"quá chú trọng vào từ vựng , ngữ pháp",Negative,6,0
cho đồ án môn này để sinh viên nghiên cứu .,cho đồ án môn này để sinh viên nghiên cứu,cho đồ án môn này,Test and evaluation,để sinh viên nghiên cứu,Positive,6,2
thầy nên tập trung vào bài tập hơn là lý thuyết .,thầy nên tập trung vào bài tập hơn là lý thuyết,bài tập hơn là lý thuyết,Teaching quality,nên tập trung,Neutral,5,1
"giảng viên đảm bảo giờ lên lớp , tập trung vô việc dạy học .",tập trung vô việc dạy học,dạy,Teaching quality,tập trung,Positive,5,2
thầy cho làm nhiều bài tập để hiểu rõ hơn .,thầy cho làm nhiều bài tập để hiểu rõ hơn,thầy,Support from lecturers,cho làm nhiều bài tập để hiểu rõ hơn,Positive,4,2
"thầy dạy hay , tận tình .","thầy dạy hay , tận tình",dạy,Teaching quality,"hay , tận tình",Positive,5,2
"nhà trường nên trang bị thêm máy chiếu ở phòng thực hành wzjwz135 , và nên cập nhập lên visual 2008 hay 2010 gì đó , vì em thấy một số máy chạy visual 2005 bị lỗi .",nhà trường nên trang bị thêm máy chiếu ở phòng thực hành wzjwz135,máy chiếu ở phòng thực hành ,Learning environment, nên trang bị thêm,Neutral,2,1
phần ôn tập rất dễ hiểu .,phần ôn tập rất dễ hiểu,phần ôn tập,Course information, rất dễ hiểu,Positive,0,2
thời gian học trên lớp khá thoải mái .,thời gian học trên lớp khá thoải mái,thời gian học trên lớp,Course information,khá thoải mái,Positive,0,2
đôi lúc tính tình thầy hơi khó nhai colonbigsmile .,đôi lúc tính tình thầy hơi khó nhai colonbigsmile,tính tình thầy hơi khó nhai,Teaching quality,hơi khó nhai,Negative,5,0
"không biết là do môn khó hay sao nhưng em vẫn không hiểu gì về môn này , giáo viên dạy nghe chán chán , không hào hứng học tập .","không biết là do môn khó hay sao nhưng em vẫn không hiểu gì về môn này , giáo viên dạy nghe chán chán , không hào hứng học tập",giáo viên,Support from lecturers,không hào hứng,Negative,4,0
"cô wzjwz20 rất nhiệt tình và tận tâm , nhưng cách cô giảng bài làm nhiều sinh viên khó tiếp thu , tất cả đều có trong slide , cô chủ yếu chỉ nói trong slide , rất khó hiểu .",cô wzjwz20 rất nhiệt tình và tận tâm,nhiệt tình và tận tâm,Support from lecturers,nhiệt tình và tận tâm,Positive,4,2
nếu nghỉ nên thông báo với lớp sớm hơn .,nếu nghỉ nên thông báo với lớp sớm hơn,nếu nghỉ nên thông báo,Organization and management, nên ,Neutral,3,1
"lý thuyết tốt , đồ án hay .",đồ án hay ,đồ án ,Test and evaluation,hay ,Positive,6,2
"tài liệu thầy cung cấp đầy đủ , cụ thể .","tài liệu thầy cung cấp đầy đủ , cụ thể",tài liệu,Course information,"đầy đủ , cụ thể",Positive,0,2
"thầy theo rất sát sinh viên chúng em trong từng buổi học , thầy luôn làm ví dụ để sinh viên dễ dàng hơn trong việc code .",thầy theo rất sát sinh viên chúng em trong từng buổi học,thầy theo,Support from lecturers,rất sát,Positive,4,2
"thầy giảng dễ hiểu , hài hước !","thầy giảng dễ hiểu , hài hước ",giảng,Teaching quality,"dễ hiểu , hài hước",Positive,5,2
cứ lo tụi em không hiểu mà dạy đi dạy lại tới khi hiểu rõ vấn đề mới qua phần mới .,cứ lo tụi em không hiểu mà dạy đi dạy lại tới khi hiểu rõ vấn đề mới qua phần mới,cứ lo tụi em không hiểu mà dạy đi dạy lại tới khi hiểu rõ vấn đề mới qua phần mới,Teaching quality,cứ lo tụi em không hiểu mà dạy đi dạy lại tới khi hiểu rõ vấn đề mới qua phần mới,Positive,5,2
giáo viên rất gần gũi với học sinh .,giáo viên rất gần gũi với học sinh ,giáo viên ,Teaching quality,rất gần gũi với học sinh ,Positive,5,2
"giảng viên tận tình , sử dụng giờ dạy hợp lý .",giảng viên tận tình,giảng viên tận tình,Support from lecturers,tận tình,Positive,4,2
"thầy tận tâm với học sinh , cung cấp tài liệu đầy đủ nhất có thể cho học sinh .",thầy tận tâm với học sinh,tận tâm với học sinh,Support from lecturers,tận tâm,Positive,4,2
mặc dù thầy rất nhiệt tình nhưng lượng kiến thức thầy truyền đạt chúng em không tiếp thu được một cách hiệu quả .,mặc dù thầy rất nhiệt tình,thầy,Support from lecturers,rất nhiệt tình,Positive,4,2
"giảng viên dạy đầy đủ kiến thức , cung cấp cho sinh viên những kỹ năng và tài liệu bên ngoài phong phú .","giảng viên dạy đầy đủ kiến thức , cung cấp cho sinh viên những kỹ năng và tài liệu bên ngoài phong phú",giảng viên,Support from lecturers,dạy đầy đủ kiến thức,Positive,4,2
"thầy dạy rất dễ hiểu , cặn kẽ những vấn đề từ cơ bản đến nâng cao .","thầy dạy rất dễ hiểu , cặn kẽ những vấn đề từ cơ bản đến nâng cao",thầy dạy,Teaching quality,"rất dễ hiểu , cặn kẽ",Positive,5,2
thầy rất dễ thương .,thầy rất dễ thương,thầy rất dễ thương,Support from lecturers,rất dễ thương,Positive,4,2
"giọng thầy nói khó nghe , giảng buồn ngủ .",giảng buồn ngủ,giảng,Teaching quality,buồn ngủ,Negative,5,0
giảng viên dạy nhiệt huyết .,giảng viên dạy nhiệt huyết,dạy,Teaching quality,nhiệt huyết,Positive,5,2
kiến thức của cô chuyên sâu .,kiến thức của cô chuyên sâu,kiến thức của cô,Teaching quality,chuyên sâu,Positive,5,2
phân bổ lịch thực hành cho hợp lý .,phân bổ lịch thực hành cho hợp lý, lịch thực hành,Organization and management,phân bổ lịch thực hành cho hợp lý,Neutral,3,1
phương pháp truyền đạt kiến thức tới sinh viên chưa được hiệu quả .,phương pháp truyền đạt kiến thức tới sinh viên chưa được hiệu quả,phương pháp truyền đạt kiến thức tới sinh viên,Teaching quality,chưa được hiệu quả,Negative,5,0
"thầy dạy hay , thầy có kiến thức sâu rộng nhưng lại không lên lớp đủ giờ học , thường xuyên nghỉ học không được báo trước làm sinh viên rất hoang mang , thiếu kiến thức .","nhưng lại không lên lớp đủ giờ học , thường xuyên nghỉ học không được báo trước làm sinh viên rất hoang mang , thiếu kiến thức",không lên lớp đủ giờ học,Organization and management,"không lên lớp đủ giờ học , thường xuyên nghỉ học không được báo trước làm sinh viên rất hoang mang , thiếu kiến thức",Negative,3,0
"bài tập lớn mà thầy wzjwz74 đưa ra cũng khá là chung chung , không yêu cầu rõ ràng , cụ thể .","bài tập lớn mà thầy wzjwz74 đưa ra cũng khá là chung chung , không yêu cầu rõ ràng , cụ thể",bài tập lớn,Workload,khá là chung chung,Negative,7,0
"thưa , điều em hài lòng nhất về hoạt động giảng dạy của cô wzjwz326 là cô rất chuyên tâm và quan tâm tới học sinh và chất lượng buổi học .","thưa , điều em hài lòng nhất về hoạt động giảng dạy của cô wzjwz326 là cô rất chuyên tâm và quan tâm tới học sinh và chất lượng buổi học",hoạt động giảng dạy,Course information,rất chuyên tâm và quan tâm,Positive,0,2
khả năng truyền đạt chưa gây được sự thu hút .,khả năng truyền đạt chưa gây được sự thu hút,truyền đạt,Teaching quality,chưa gây được sự thu hút,Negative,5,0
"máy chiếu khá mờ , âm thanh gặp nhiều vấn đề trục trặc .",âm thanh gặp nhiều vấn đề trục trặc,âm thanh ,Learning environment,gặp nhiều vấn đề trục trặc,Negative,2,0
